关卡id,关卡id分段注释,宝可梦id（填-1是随机宝可梦）,等级,阵型所属格子,携带技能(不填为宝可梦该等级所拥有的技能）,BOSS缩放,固定血量值,血量个体值,物攻个体值,特攻个体值,物防个体值,特防个体值,速度个体值,血量努力值,物攻努力值,特攻努力值,物防努力值,特防努力值,速度努力值,亲密度等级,星级,增益效果1,增益效果1参数,增益效果2,增益效果2参数,死亡时增加的血量努力值,死亡时增加的物攻努力值,死亡时增加的特攻努力值,死亡时增加的物防努力值,死亡时增加的特防努力值,死亡时增加的速度努力值,亲密度增加经验
5234,,1251,99,9,,,,4464,4464,4464,4464,4464,4464,0,0,0,0,0,0,24,20,,,,,,,,,,,
5235,,301251,99,1,,,,4465,4465,4465,4465,4465,4465,0,0,0,0,0,0,24,20,,,,,,,,,,,
5235,,1159,99,5,,,,4465,4465,4465,4465,4465,4465,0,0,0,0,0,0,24,20,,,,,,,,,,,
5235,,1059,99,6,,,,4465,4465,4465,4465,4465,4465,0,0,0,0,0,0,24,20,,,,,,,,,,,
5235,,301428,99,7,,,,4465,4465,4465,4465,4465,4465,0,0,0,0,0,0,24,20,,,,,,,,,,,
5235,,1180,99,8,,,,4465,4465,4465,4465,4465,4465,0,0,0,0,0,0,24,20,,,,,,,,,,,
5235,,301208,99,9,,1.6,846450,4465,20108,20108,4465,4465,7144,4465,4465,4465,4465,4465,4465,24,20,,,,,,,,,,,
5236,,301384,99,1,,,,4466,4466,4466,4466,4466,4466,0,0,0,0,0,0,24,20,,,,,,,,,,,
5236,,1085,99,2,,,,4466,4466,4466,4466,4466,4466,0,0,0,0,0,0,24,20,,,,,,,,,,,
5236,,1385,99,4,,,,4466,4466,4466,4466,4466,4466,0,0,0,0,0,0,24,20,,,,,,,,,,,
5236,,301382,99,5,,,,4466,4466,4466,4466,4466,4466,0,0,0,0,0,0,24,20,,,,,,,,,,,
5236,,1256,99,7,,,,4466,4466,4466,4466,4466,4466,0,0,0,0,0,0,24,20,,,,,,,,,,,
5236,,301151,99,9,,,,4466,4466,4466,4466,4466,4466,0,0,0,0,0,0,24,20,,,,,,,,,,,
5237,,301354,99,2,,,,4467,4467,4467,4467,4467,4467,0,0,0,0,0,0,24,20,,,,,,,,,,,
5237,,1103,99,3,,,,4467,4467,4467,4467,4467,4467,0,0,0,0,0,0,24,20,,,,,,,,,,,
5237,,1282,99,4,,,,4467,4467,4467,4467,4467,4467,0,0,0,0,0,0,24,20,,,,,,,,,,,
5237,,301487,99,6,,,,4467,4467,4467,4467,4467,4467,0,0,0,0,0,0,24,20,,,,,,,,,,,
5237,,1275,99,8,,,,4467,4467,4467,4467,4467,4467,0,0,0,0,0,0,24,20,,,,,,,,,,,
5237,,301181,99,1,,,,4467,4467,4467,4467,4467,4467,0,0,0,0,0,0,24,20,,,,,,,,,,,
5238,,301382,99,2,,,,4468,4468,4468,4468,4468,4468,0,0,0,0,0,0,24,20,,,,,,,,,,,
5238,,1466,99,3,,,,4468,4468,4468,4468,4468,4468,0,0,0,0,0,0,24,20,,,,,,,,,,,
5238,,301362,99,4,,,,4468,4468,4468,4468,4468,4468,0,0,0,0,0,0,24,20,,,,,,,,,,,
5238,,301065,99,5,,,,4468,4468,4468,4468,4468,4468,0,0,0,0,0,0,24,20,,,,,,,,,,,
5238,,1186,99,7,,,,4468,4468,4468,4468,4468,4468,0,0,0,0,0,0,24,20,,,,,,,,,,,
5238,,1647,99,9,,,,4468,4468,4468,4468,4468,4468,0,0,0,0,0,0,24,20,,,,,,,,,,,
5239,,1383,99,3,,,,4469,4469,4469,4469,4469,4469,0,0,0,0,0,0,24,20,,,,,,,,,,,
5239,,1448,99,2,,,,4469,4469,4469,4469,4469,4469,0,0,0,0,0,0,24,20,,,,,,,,,,,
5239,,301310,99,4,,,,4469,4469,4469,4469,4469,4469,0,0,0,0,0,0,24,20,,,,,,,,,,,
5239,,301384,99,5,,,,4469,4469,4469,4469,4469,4469,0,0,0,0,0,0,24,20,,,,,,,,,,,
5239,,1309,99,7,,,,4469,4469,4469,4469,4469,4469,0,0,0,0,0,0,24,20,,,,,,,,,,,
5239,,1487,99,1,,,,4469,4469,4469,4469,4469,4469,0,0,0,0,0,0,24,20,,,,,,,,,,,
5240,,1249,99,2,,,,4470,4470,4470,4470,4470,4470,0,0,0,0,0,0,24,20,,,,,,,,,,,
5240,,1477,99,3,,,,4470,4470,4470,4470,4470,4470,0,0,0,0,0,0,24,20,,,,,,,,,,,
5240,,1250,99,4,,,,4470,4470,4470,4470,4470,4470,0,0,0,0,0,0,24,20,,,,,,,,,,,
5240,,301151,99,6,,,,4470,4470,4470,4470,4470,4470,0,0,0,0,0,0,24,20,,,,,,,,,,,
5240,,1291,99,8,,,,4470,4470,4470,4470,4470,4470,0,0,0,0,0,0,24,20,,,,,,,,,,,
5240,,301199,99,1,,1.6,846450,4470,20130,20130,4470,4470,7152,4470,4470,4470,4470,4470,4470,24,20,,,,,,,,,,,
5241,,301199,99,2,,,,4471,4471,4471,4471,4471,4471,0,0,0,0,0,0,24,20,,,,,,,,,,,
5241,,1260,99,3,,,,4471,4471,4471,4471,4471,4471,0,0,0,0,0,0,24,20,,,,,,,,,,,
5241,,301373,99,4,,,,4471,4471,4471,4471,4471,4471,0,0,0,0,0,0,24,20,,,,,,,,,,,
5241,,301130,99,6,,,,4471,4471,4471,4471,4471,4471,0,0,0,0,0,0,24,20,,,,,,,,,,,
5241,,1375,99,8,,,,4471,4471,4471,4471,4471,4471,0,0,0,0,0,0,24,20,,,,,,,,,,,
5241,,301094,99,1,,,,4471,4471,4471,4471,4471,4471,0,0,0,0,0,0,24,20,,,,,,,,,,,
5242,,301354,99,2,,,,4472,4472,4472,4472,4472,4472,0,0,0,0,0,0,24,20,,,,,,,,,,,
5242,,1375,99,3,,,,4472,4472,4472,4472,4472,4472,0,0,0,0,0,0,24,20,,,,,,,,,,,
5242,,301428,99,4,,,,4472,4472,4472,4472,4472,4472,0,0,0,0,0,0,24,20,,,,,,,,,,,
5242,,301151,99,5,,,,4472,4472,4472,4472,4472,4472,0,0,0,0,0,0,24,20,,,,,,,,,,,
5242,,1623,99,7,,,,4472,4472,4472,4472,4472,4472,0,0,0,0,0,0,24,20,,,,,,,,,,,
5242,,301003,99,1,,,,4472,4472,4472,4472,4472,4472,0,0,0,0,0,0,24,20,,,,,,,,,,,
5243,,301006,99,1,,,,4473,4473,4473,4473,4473,4473,0,0,0,0,0,0,24,20,,,,,,,,,,,
5243,,1657,99,5,,,,4473,4473,4473,4473,4473,4473,0,0,0,0,0,0,24,20,,,,,,,,,,,
5243,,1448,99,6,,,,4473,4473,4473,4473,4473,4473,0,0,0,0,0,0,24,20,,,,,,,,,,,
5243,,301248,99,7,,,,4473,4473,4473,4473,4473,4473,0,0,0,0,0,0,24,20,,,,,,,,,,,
5243,,1018,99,8,,,,4473,4473,4473,4473,4473,4473,0,0,0,0,0,0,24,20,,,,,,,,,,,
5243,,301003,99,9,,,,4473,4473,4473,4473,4473,4473,0,0,0,0,0,0,24,20,,,,,,,,,,,
5244,,301127,99,2,,,,4474,4474,4474,4474,4474,4474,0,0,0,0,0,0,24,20,,,,,,,,,,,
5244,,1562,99,3,,,,4474,4474,4474,4474,4474,4474,0,0,0,0,0,0,24,20,,,,,,,,,,,
5244,,301384,99,4,,,,4474,4474,4474,4474,4474,4474,0,0,0,0,0,0,24,20,,,,,,,,,,,
5244,,301382,99,5,,,,4474,4474,4474,4474,4474,4474,0,0,0,0,0,0,24,20,,,,,,,,,,,
5244,,1375,99,7,,,,4474,4474,4474,4474,4474,4474,0,0,0,0,0,0,24,20,,,,,,,,,,,
5244,,301115,99,1,,,,4474,4474,4474,4474,4474,4474,0,0,0,0,0,0,24,20,,,,,,,,,,,
5245,,301214,99,1,,,,4475,4475,4475,4475,4475,4475,0,0,0,0,0,0,24,20,,,,,,,,,,,
5245,,1621,99,2,,,,4475,4475,4475,4475,4475,4475,0,0,0,0,0,0,24,20,,,,,,,,,,,
5245,,301354,99,4,,,,4475,4475,4475,4475,4475,4475,0,0,0,0,0,0,24,20,,,,,,,,,,,
5245,,301199,99,5,,,,4475,4475,4475,4475,4475,4475,0,0,0,0,0,0,24,20,,,,,,,,,,,
5245,,1034,99,7,,,,4475,4475,4475,4475,4475,4475,0,0,0,0,0,0,24,20,,,,,,,,,,,
5245,,301254,99,9,,1.6,846450,4475,20153,20153,4475,4475,7160,4475,4475,4475,4475,4475,4475,24,20,,,,,,,,,,,
5246,,301362,99,1,,,,4476,4476,4476,4476,4476,4476,0,0,0,0,0,0,24,20,,,,,,,,,,,
5246,,1135,99,5,,,,4476,4476,4476,4476,4476,4476,0,0,0,0,0,0,24,20,,,,,,,,,,,
5246,,1151,99,6,,,,4476,4476,4476,4476,4476,4476,0,0,0,0,0,0,24,20,,,,,,,,,,,
5246,,301015,99,7,,,,4476,4476,4476,4476,4476,4476,0,0,0,0,0,0,24,20,,,,,,,,,,,
5246,,1657,99,8,,,,4476,4476,4476,4476,4476,4476,0,0,0,0,0,0,24,20,,,,,,,,,,,
5246,,301302,99,9,,,,4476,4476,4476,4476,4476,4476,0,0,0,0,0,0,24,20,,,,,,,,,,,
5247,,1384,99,1,,,,4477,4477,4477,4477,4477,4477,0,0,0,0,0,0,24,20,,,,,,,,,,,
5247,,1136,99,2,,,,4477,4477,4477,4477,4477,4477,0,0,0,0,0,0,24,20,,,,,,,,,,,
5247,,1641,99,4,,,,4477,4477,4477,4477,4477,4477,0,0,0,0,0,0,24,20,,,,,,,,,,,
5247,,301229,99,5,,,,4477,4477,4477,4477,4477,4477,0,0,0,0,0,0,24,20,,,,,,,,,,,
5247,,1180,99,7,,,,4477,4477,4477,4477,4477,4477,0,0,0,0,0,0,24,20,,,,,,,,,,,
5247,,301303,99,9,,,,4477,4477,4477,4477,4477,4477,0,0,0,0,0,0,24,20,,,,,,,,,,,
5248,,301475,99,2,,,,4478,4478,4478,4478,4478,4478,0,0,0,0,0,0,24,20,,,,,,,,,,,
5248,,1651,99,3,,,,4478,4478,4478,4478,4478,4478,0,0,0,0,0,0,24,20,,,,,,,,,,,
5248,,301150,99,4,,,,4478,4478,4478,4478,4478,4478,0,0,0,0,0,0,24,20,,,,,,,,,,,
5248,,301251,99,6,,,,4478,4478,4478,4478,4478,4478,0,0,0,0,0,0,24,20,,,,,,,,,,,
5248,,1134,99,8,,,,4478,4478,4478,4478,4478,4478,0,0,0,0,0,0,24,20,,,,,,,,,,,
5248,,301382,99,1,,,,4478,4478,4478,4478,4478,4478,0,0,0,0,0,0,24,20,,,,,,,,,,,
5249,,301384,99,2,,,,4479,4479,4479,4479,4479,4479,0,0,0,0,0,0,24,20,,,,,,,,,,,
5249,,1208,99,3,,,,4479,4479,4479,4479,4479,4479,0,0,0,0,0,0,24,20,,,,,,,,,,,
5249,,1151,99,4,,,,4479,4479,4479,4479,4479,4479,0,0,0,0,0,0,24,20,,,,,,,,,,,
5249,,301003,99,5,,,,4479,4479,4479,4479,4479,4479,0,0,0,0,0,0,24,20,,,,,,,,,,,
5249,,1902,99,7,,,,4479,4479,4479,4479,4479,4479,0,0,0,0,0,0,24,20,,,,,,,,,,,
5249,,1647,99,9,,,,4479,4479,4479,4479,4479,4479,0,0,0,0,0,0,24,20,,,,,,,,,,,
5250,,301214,99,3,,,,4480,4480,4480,4480,4480,4480,0,0,0,0,0,0,24,20,,,,,,,,,,,
5250,,1652,99,2,,,,4480,4480,4480,4480,4480,4480,0,0,0,0,0,0,24,20,,,,,,,,,,,
5250,,301181,99,4,,,,4480,4480,4480,4480,4480,4480,0,0,0,0,0,0,24,20,,,,,,,,,,,
5250,,301150,99,5,,,,4480,4480,4480,4480,4480,4480,0,0,0,0,0,0,24,20,,,,,,,,,,,
5250,,1375,99,7,,,,4480,4480,4480,4480,4480,4480,0,0,0,0,0,0,24,20,,,,,,,,,,,
5250,,1383,99,1,,1.6,850500,4480,20175,20175,4480,4480,7168,4480,4480,4480,4480,4480,4480,24,20,,,,,,,,,,,
5251,,301250,99,2,,,,4481,4481,4481,4481,4481,4481,0,0,0,0,0,0,24,20,,,,,,,,,,,
5251,,1354,99,3,,,,4481,4481,4481,4481,4481,4481,0,0,0,0,0,0,24,20,,,,,,,,,,,
5251,,1248,99,4,,,,4481,4481,4481,4481,4481,4481,0,0,0,0,0,0,24,20,,,,,,,,,,,
5251,,301308,99,6,,,,4481,4481,4481,4481,4481,4481,0,0,0,0,0,0,24,20,,,,,,,,,,,
5251,,1157,99,8,,,,4481,4481,4481,4481,4481,4481,0,0,0,0,0,0,24,20,,,,,,,,,,,
5251,,301229,99,1,,,,4481,4481,4481,4481,4481,4481,0,0,0,0,0,0,24,20,,,,,,,,,,,
5252,,301385,99,2,,,,4482,4482,4482,4482,4482,4482,0,0,0,0,0,0,24,20,,,,,,,,,,,
5252,,1282,99,3,,,,4482,4482,4482,4482,4482,4482,0,0,0,0,0,0,24,20,,,,,,,,,,,
5252,,1475,99,4,,,,4482,4482,4482,4482,4482,4482,0,0,0,0,0,0,24,20,,,,,,,,,,,
5252,,301115,99,6,,,,4482,4482,4482,4482,4482,4482,0,0,0,0,0,0,24,20,,,,,,,,,,,
5252,,1291,99,8,,,,4482,4482,4482,4482,4482,4482,0,0,0,0,0,0,24,20,,,,,,,,,,,
5252,,311006,99,1,,,,4482,4482,4482,4482,4482,4482,0,0,0,0,0,0,24,20,,,,,,,,,,,
5253,,1487,99,2,,,,4483,4483,4483,4483,4483,4483,0,0,0,0,0,0,24,20,,,,,,,,,,,
5253,,1093,99,3,,,,4483,4483,4483,4483,4483,4483,0,0,0,0,0,0,24,20,,,,,,,,,,,
5253,,1303,99,4,,,,4483,4483,4483,4483,4483,4483,0,0,0,0,0,0,24,20,,,,,,,,,,,
5253,,301212,99,5,,,,4483,4483,4483,4483,4483,4483,0,0,0,0,0,0,24,20,,,,,,,,,,,
5253,,1159,99,7,,,,4483,4483,4483,4483,4483,4483,0,0,0,0,0,0,24,20,,,,,,,,,,,
5253,,301115,99,1,,,,4483,4483,4483,4483,4483,4483,0,0,0,0,0,0,24,20,,,,,,,,,,,
5254,,301229,99,1,,,,4484,4484,4484,4484,4484,4484,0,0,0,0,0,0,24,20,,,,,,,,,,,
5254,,1623,99,5,,,,4484,4484,4484,4484,4484,4484,0,0,0,0,0,0,24,20,,,,,,,,,,,
5254,,1157,99,6,,,,4484,4484,4484,4484,4484,4484,0,0,0,0,0,0,24,20,,,,,,,,,,,
5254,,301487,99,7,,,,4484,4484,4484,4484,4484,4484,0,0,0,0,0,0,24,20,,,,,,,,,,,
5254,,1427,99,8,,,,4484,4484,4484,4484,4484,4484,0,0,0,0,0,0,24,20,,,,,,,,,,,
5254,,301150,99,9,,,,4484,4484,4484,4484,4484,4484,0,0,0,0,0,0,24,20,,,,,,,,,,,
5255,,1384,99,2,,,,4485,4485,4485,4485,4485,4485,0,0,0,0,0,0,24,20,,,,,,,,,,,
5255,,1101,99,3,,,,4485,4485,4485,4485,4485,4485,0,0,0,0,0,0,24,20,,,,,,,,,,,
5255,,301065,99,4,,,,4485,4485,4485,4485,4485,4485,0,0,0,0,0,0,24,20,,,,,,,,,,,
5255,,301382,99,5,,,,4485,4485,4485,4485,4485,4485,0,0,0,0,0,0,24,20,,,,,,,,,,,
5255,,1146,99,7,,,,4485,4485,4485,4485,4485,4485,0,0,0,0,0,0,24,20,,,,,,,,,,,
5255,,301251,99,1,,1.6,850500,4485,20198,20198,4485,4485,7176,4485,4485,4485,4485,4485,4485,24,20,,,,,,,,,,,
5256,,301376,99,1,,,,4486,4486,4486,4486,4486,4486,0,0,0,0,0,0,24,20,,,,,,,,,,,
5256,,1148,99,2,,,,4486,4486,4486,4486,4486,4486,0,0,0,0,0,0,24,20,,,,,,,,,,,
5256,,1150,99,4,,,,4486,4486,4486,4486,4486,4486,0,0,0,0,0,0,24,20,,,,,,,,,,,
5256,,301376,99,5,,,,4486,4486,4486,4486,4486,4486,0,0,0,0,0,0,24,20,,,,,,,,,,,
5256,,1362,99,7,,,,4486,4486,4486,4486,4486,4486,0,0,0,0,0,0,24,20,,,,,,,,,,,
5256,,301130,99,9,,,,4486,4486,4486,4486,4486,4486,0,0,0,0,0,0,24,20,,,,,,,,,,,
5257,,301257,99,1,,,,4487,4487,4487,4487,4487,4487,0,0,0,0,0,0,24,20,,,,,,,,,,,
5257,,1380,99,5,,,,4487,4487,4487,4487,4487,4487,0,0,0,0,0,0,24,20,,,,,,,,,,,
5257,,301448,99,6,,,,4487,4487,4487,4487,4487,4487,0,0,0,0,0,0,24,20,,,,,,,,,,,
5257,,301376,99,7,,,,4487,4487,4487,4487,4487,4487,0,0,0,0,0,0,24,20,,,,,,,,,,,
5257,,1245,99,8,,,,4487,4487,4487,4487,4487,4487,0,0,0,0,0,0,24,20,,,,,,,,,,,
5257,,301257,99,9,,,,4487,4487,4487,4487,4487,4487,0,0,0,0,0,0,24,20,,,,,,,,,,,
5258,,301308,99,1,,,,4488,4488,4488,4488,4488,4488,0,0,0,0,0,0,24,20,,,,,,,,,,,
5258,,1130,99,2,,,,4488,4488,4488,4488,4488,4488,0,0,0,0,0,0,24,20,,,,,,,,,,,
5258,,301130,99,4,,,,4488,4488,4488,4488,4488,4488,0,0,0,0,0,0,24,20,,,,,,,,,,,
5258,,301151,99,5,,,,4488,4488,4488,4488,4488,4488,0,0,0,0,0,0,24,20,,,,,,,,,,,
5258,,1466,99,7,,,,4488,4488,4488,4488,4488,4488,0,0,0,0,0,0,24,20,,,,,,,,,,,
5258,,301384,99,9,,,,4488,4488,4488,4488,4488,4488,0,0,0,0,0,0,24,20,,,,,,,,,,,
5259,,1249,99,2,,,,4489,4489,4489,4489,4489,4489,0,0,0,0,0,0,24,20,,,,,,,,,,,
5259,,1334,99,3,,,,4489,4489,4489,4489,4489,4489,0,0,0,0,0,0,24,20,,,,,,,,,,,
5259,,301251,99,4,,,,4489,4489,4489,4489,4489,4489,0,0,0,0,0,0,24,20,,,,,,,,,,,
5259,,1384,99,6,,,,4489,4489,4489,4489,4489,4489,0,0,0,0,0,0,24,20,,,,,,,,,,,
5259,,1094,99,8,,,,4489,4489,4489,4489,4489,4489,0,0,0,0,0,0,24,20,,,,,,,,,,,
5259,,301214,99,1,,,,4489,4489,4489,4489,4489,4489,0,0,0,0,0,0,24,20,,,,,,,,,,,
5260,,301487,99,2,,,,4490,4490,4490,4490,4490,4490,0,0,0,0,0,0,24,20,,,,,,,,,,,
5260,,1562,99,3,,,,4490,4490,4490,4490,4490,4490,0,0,0,0,0,0,24,20,,,,,,,,,,,
5260,,301487,99,4,,,,4490,4490,4490,4490,4490,4490,0,0,0,0,0,0,24,20,,,,,,,,,,,
5260,,1718,99,5,,,,4490,4490,4490,4490,4490,4490,0,0,0,0,0,0,24,20,,,,,,,,,,,
5260,,1031,99,7,,,,4490,4490,4490,4490,4490,4490,0,0,0,0,0,0,24,20,,,,,,,,,,,
5260,,1250,99,9,,1.6,850500,4490,20220,20220,4490,4490,7184,4490,4490,4490,4490,4490,4490,24,20,,,,,,,,,,,
5261,,301257,99,3,,,,4491,4491,4491,4491,4491,4491,0,0,0,0,0,0,24,20,,,,,,,,,,,
5261,,1259,99,2,,,,4491,4491,4491,4491,4491,4491,0,0,0,0,0,0,24,20,,,,,,,,,,,
5261,,1647,99,4,,,,4491,4491,4491,4491,4491,4491,0,0,0,0,0,0,24,20,,,,,,,,,,,
5261,,501718,99,5,,,,4491,4491,4491,4491,4491,4491,0,0,0,0,0,0,24,20,,,,,,,,,,,
5261,,1381,99,7,,,,4491,4491,4491,4491,4491,4491,0,0,0,0,0,0,24,20,,,,,,,,,,,
5261,,301018,99,1,,,,4491,4491,4491,4491,4491,4491,0,0,0,0,0,0,24,20,,,,,,,,,,,
5262,,301094,99,2,,,,4492,4492,4492,4492,4492,4492,0,0,0,0,0,0,24,20,,,,,,,,,,,
5262,,1230,99,3,,,,4492,4492,4492,4492,4492,4492,0,0,0,0,0,0,24,20,,,,,,,,,,,
5262,,1428,99,4,,,,4492,4492,4492,4492,4492,4492,0,0,0,0,0,0,24,20,,,,,,,,,,,
5262,,301212,99,6,,,,4492,4492,4492,4492,4492,4492,0,0,0,0,0,0,24,20,,,,,,,,,,,
5262,,1376,99,8,,,,4492,4492,4492,4492,4492,4492,0,0,0,0,0,0,24,20,,,,,,,,,,,
5262,,301181,99,1,,,,4492,4492,4492,4492,4492,4492,0,0,0,0,0,0,24,20,,,,,,,,,,,
5263,,301260,99,2,,,,4493,4493,4493,4493,4493,4493,0,0,0,0,0,0,24,20,,,,,,,,,,,
5263,,1126,99,3,,,,4493,4493,4493,4493,4493,4493,0,0,0,0,0,0,24,20,,,,,,,,,,,
5263,,1531,99,4,,,,4493,4493,4493,4493,4493,4493,0,0,0,0,0,0,24,20,,,,,,,,,,,
5263,,1646,99,6,,,,4493,4493,4493,4493,4493,4493,0,0,0,0,0,0,24,20,,,,,,,,,,,
5263,,1114,99,8,,,,4493,4493,4493,4493,4493,4493,0,0,0,0,0,0,24,20,,,,,,,,,,,
5263,,301199,99,1,,,,4493,4493,4493,4493,4493,4493,0,0,0,0,0,0,24,20,,,,,,,,,,,
5264,,301310,99,2,,,,4494,4494,4494,4494,4494,4494,0,0,0,0,0,0,24,20,,,,,,,,,,,
5264,,1254,99,3,,,,4494,4494,4494,4494,4494,4494,0,0,0,0,0,0,24,20,,,,,,,,,,,
5264,,1478,99,4,,,,4494,4494,4494,4494,4494,4494,0,0,0,0,0,0,24,20,,,,,,,,,,,
5264,,301646,99,5,,,,4494,4494,4494,4494,4494,4494,0,0,0,0,0,0,24,20,,,,,,,,,,,
5264,,1115,99,7,,,,4494,4494,4494,4494,4494,4494,0,0,0,0,0,0,24,20,,,,,,,,,,,
5264,,301354,99,1,,,,4494,4494,4494,4494,4494,4494,0,0,0,0,0,0,24,20,,,,,,,,,,,
5265,,301065,99,1,,,,4495,4495,4495,4495,4495,4495,0,0,0,0,0,0,24,20,,,,,,,,,,,
5265,,1082,99,5,,,,4495,4495,4495,4495,4495,4495,0,0,0,0,0,0,24,20,,,,,,,,,,,
5265,,1479,99,6,,,,4495,4495,4495,4495,4495,4495,0,0,0,0,0,0,24,20,,,,,,,,,,,
5265,,301718,99,7,,,,4495,4495,4495,4495,4495,4495,0,0,0,0,0,0,24,20,,,,,,,,,,,
5265,,1005,99,8,,,,4495,4495,4495,4495,4495,4495,0,0,0,0,0,0,24,20,,,,,,,,,,,
5265,,301308,99,9,,1.6,850500,4495,20243,20243,4495,4495,7192,4495,4495,4495,4495,4495,4495,24,20,,,,,,,,,,,
5266,,1384,99,2,,,,4496,4496,4496,4496,4496,4496,0,0,0,0,0,0,24,20,,,,,,,,,,,
5266,,1477,99,3,,,,4496,4496,4496,4496,4496,4496,0,0,0,0,0,0,24,20,,,,,,,,,,,
5266,,301181,99,4,,,,4496,4496,4496,4496,4496,4496,0,0,0,0,0,0,24,20,,,,,,,,,,,
5266,,301308,99,5,,,,4496,4496,4496,4496,4496,4496,0,0,0,0,0,0,24,20,,,,,,,,,,,
5266,,1484,99,7,,,,4496,4496,4496,4496,4496,4496,0,0,0,0,0,0,24,20,,,,,,,,,,,
5266,,301362,99,1,,,,4496,4496,4496,4496,4496,4496,0,0,0,0,0,0,24,20,,,,,,,,,,,
5267,,301127,99,1,,,,4497,4497,4497,4497,4497,4497,0,0,0,0,0,0,24,20,,,,,,,,,,,
5267,,1064,99,2,,,,4497,4497,4497,4497,4497,4497,0,0,0,0,0,0,24,20,,,,,,,,,,,
5267,,301257,99,4,,,,4497,4497,4497,4497,4497,4497,0,0,0,0,0,0,24,20,,,,,,,,,,,
5267,,301373,99,5,,,,4497,4497,4497,4497,4497,4497,0,0,0,0,0,0,24,20,,,,,,,,,,,
5267,,1445,99,7,,,,4497,4497,4497,4497,4497,4497,0,0,0,0,0,0,24,20,,,,,,,,,,,
5267,,301428,99,9,,,,4497,4497,4497,4497,4497,4497,0,0,0,0,0,0,24,20,,,,,,,,,,,
5268,,301130,99,1,,,,4498,4498,4498,4498,4498,4498,0,0,0,0,0,0,24,20,,,,,,,,,,,
5268,,1121,99,5,,,,4498,4498,4498,4498,4498,4498,0,0,0,0,0,0,24,20,,,,,,,,,,,
5268,,1154,99,6,,,,4498,4498,4498,4498,4498,4498,0,0,0,0,0,0,24,20,,,,,,,,,,,
5268,,301065,99,7,,,,4498,4498,4498,4498,4498,4498,0,0,0,0,0,0,24,20,,,,,,,,,,,
5268,,1395,99,8,,,,4498,4498,4498,4498,4498,4498,0,0,0,0,0,0,24,20,,,,,,,,,,,
5268,,1250,99,9,,,,4498,4498,4498,4498,4498,4498,0,0,0,0,0,0,24,20,,,,,,,,,,,
5269,,301006,99,1,,,,4499,4499,4499,4499,4499,4499,0,0,0,0,0,0,24,20,,,,,,,,,,,
5269,,1448,99,2,,,,4499,4499,4499,4499,4499,4499,0,0,0,0,0,0,24,20,,,,,,,,,,,
5269,,301127,99,4,,,,4499,4499,4499,4499,4499,4499,0,0,0,0,0,0,24,20,,,,,,,,,,,
5269,,301018,99,5,,,,4499,4499,4499,4499,4499,4499,0,0,0,0,0,0,24,20,,,,,,,,,,,
5269,,1321,99,7,,,,4499,4499,4499,4499,4499,4499,0,0,0,0,0,0,24,20,,,,,,,,,,,
5269,,1647,99,9,,,,4499,4499,4499,4499,4499,4499,0,0,0,0,0,0,24,20,,,,,,,,,,,
5270,,301302,99,2,,,,4500,4500,4500,4500,4500,4500,0,0,0,0,0,0,24,20,,,,,,,,,,,
5270,,1073,99,3,,,,4500,4500,4500,4500,4500,4500,0,0,0,0,0,0,24,20,,,,,,,,,,,
5270,,1362,99,4,,,,4500,4500,4500,4500,4500,4500,0,0,0,0,0,0,24,20,,,,,,,,,,,
5270,,1150,99,6,,,,4500,4500,4500,4500,4500,4500,0,0,0,0,0,0,24,20,,,,,,,,,,,
5270,,1105,99,8,,,,4500,4500,4500,4500,4500,4500,0,0,0,0,0,0,24,20,,,,,,,,,,,
5270,,301127,99,1,,1.6,850500,4500,20265,20265,4500,4500,7200,4500,4500,4500,4500,4500,4500,24,20,,,,,,,,,,,
5271,,301229,99,2,,,,4501,4501,4501,4501,4501,4501,0,0,0,0,0,0,24,20,,,,,,,,,,,
5271,,1022,99,3,,,,4501,4501,4501,4501,4501,4501,0,0,0,0,0,0,24,20,,,,,,,,,,,
5271,,1009,99,4,,,,4501,4501,4501,4501,4501,4501,0,0,0,0,0,0,24,20,,,,,,,,,,,
5271,,301248,99,5,,,,4501,4501,4501,4501,4501,4501,0,0,0,0,0,0,24,20,,,,,,,,,,,
5271,,1145,99,7,,,,4501,4501,4501,4501,4501,4501,0,0,0,0,0,0,24,20,,,,,,,,,,,
5271,,1647,99,9,,,,4501,4501,4501,4501,4501,4501,0,0,0,0,0,0,24,20,,,,,,,,,,,
5272,,301385,99,3,,,,4502,4502,4502,4502,4502,4502,0,0,0,0,0,0,24,20,,,,,,,,,,,
5272,,1362,99,2,,,,4502,4502,4502,4502,4502,4502,0,0,0,0,0,0,24,20,,,,,,,,,,,
5272,,301009,99,4,,,,4502,4502,4502,4502,4502,4502,0,0,0,0,0,0,24,20,,,,,,,,,,,
5272,,301354,99,5,,,,4502,4502,4502,4502,4502,4502,0,0,0,0,0,0,24,20,,,,,,,,,,,
5272,,1655,99,7,,,,4502,4502,4502,4502,4502,4502,0,0,0,0,0,0,24,20,,,,,,,,,,,
5272,,1646,99,1,,,,4502,4502,4502,4502,4502,4502,0,0,0,0,0,0,24,20,,,,,,,,,,,
5273,,311006,99,2,,,,4503,4503,4503,4503,4503,4503,0,0,0,0,0,0,24,20,,,,,,,,,,,
