预览位置（1.钻石扭蛋，2.扭蛋十抽，3.工会商店，4.竞技商店，5宝可梦商店，6.秒杀专场商店）,"所在商店类型(1.学习机 2.公会商店 3.竞技场商店 4.宠物商店 5.特惠商店，6大赛商店，7道馆商店，8专场秒杀,9携带品）",购买次数限制(不填没限制）,"购买条件限制类型(不填没有,1:道馆声望)",购买条件限制数值,重置周期（天）不填为系统不自动刷新,起始时间,结束时间,商品id（道具id;数量）,购买价格（道具id；数量）,走马灯标记,周期标记(1为7天，2为30天，3为五折，4为七折，5为1折 不填为无),是否显示（0/null=显示，1=不显示）
number,number,number,number,number,number,string,string,string,string,number,number,number
id,type,countLimit,buyLimitType,buyLimitNumber,refreshCycle,startTime,dedTime,goods,price,notify,cycleNotify,display
1658,1,1,,,,,,810298;1,2;24000,,,
1659,1,1,,,,,,810299;1,2;45000,,,
1660,1,1,,,,,,810300;1,2;90000,,,
1661,1,1,,,,,,810326;1,2;6000,,,
1662,1,1,,,,,,810327;1,2;15000,,,
1663,1,1,,,,,,810328;1,2;24000,,,
1664,1,1,,,,,,810329;1,2;45000,,,
1665,1,1,,,,,,810330;1,2;90000,,,
1666,1,1,,,,,,810356;1,2;6000,,,
1667,1,1,,,,,,810357;1,2;15000,,,
1668,1,1,,,,,,810358;1,2;24000,,,
1669,1,1,,,,,,810359;1,2;45000,,,
1670,1,1,,,,,,810360;1,2;90000,,,
1671,1,1,,,,,,810396;1,2;6000,,,
1672,1,1,,,,,,810397;1,2;15000,,,
1673,1,1,,,,,,810398;1,2;24000,,,
1674,1,1,,,,,,810399;1,2;45000,,,
1675,1,1,,,,,,810400;1,2;90000,,,
1676,1,1,,,,,,810426;1,2;6000,,,
1677,1,1,,,,,,810427;1,2;15000,,,
1678,1,1,,,,,,810428;1,2;24000,,,
1679,1,1,,,,,,810429;1,2;45000,,,
1680,1,1,,,,,,810430;1,2;90000,,,
1681,1,1,,,,,,810456;1,2;6000,,,
1682,1,1,,,,,,810457;1,2;15000,,,
1683,1,1,,,,,,810458;1,2;24000,,,
1684,1,1,,,,,,810459;1,2;45000,,,
1685,1,1,,,,,,810460;1,2;90000,,,
1686,1,1,,,,,,810496;1,2;6000,,,
1687,1,1,,,,,,810497;1,2;15000,,,
1688,1,1,,,,,,810498;1,2;24000,,,
1689,1,1,,,,,,810499;1,2;45000,,,
1690,1,1,,,,,,810500;1,2;90000,,,
1691,1,1,,,,,,811046;1,2;6000,,,
1692,1,1,,,,,,811047;1,2;15000,,,
1693,1,1,,,,,,811048;1,2;24000,,,
1694,1,1,,,,,,811049;1,2;45000,,,
1695,1,1,,,,,,811050;1,2;90000,,,
1696,1,1,,,,,,811096;1,2;6000,,,
1697,1,1,,,,,,811097;1,2;15000,,,
1698,1,1,,,,,,811098;1,2;24000,,,
1699,1,1,,,,,,811099;1,2;45000,,,
1700,1,1,,,,,,811100;1,2;90000,,,
1701,1,1,,,,,,811146;1,2;6000,,,
1702,1,1,,,,,,811147;1,2;15000,,,
1703,1,1,,,,,,811148;1,2;24000,,,
1704,1,1,,,,,,811149;1,2;45000,,,
1705,1,1,,,,,,811150;1,2;90000,,,
1706,1,1,,,,,,811196;1,2;6000,,,
1707,1,1,,,,,,811197;1,2;15000,,,
1708,1,1,,,,,,811198;1,2;24000,,,
1709,1,1,,,,,,811199;1,2;45000,,,
1710,1,1,,,,,,811200;1,2;90000,,,
1711,1,1,,,,,,811246;1,2;6000,,,
1712,1,1,,,,,,811247;1,2;15000,,,
1713,1,1,,,,,,811248;1,2;24000,,,
1714,1,1,,,,,,811249;1,2;45000,,,
1715,1,1,,,,,,811250;1,2;90000,,,
1716,1,1,,,,,,811296;1,2;6000,,,
1717,1,1,,,,,,811297;1,2;15000,,,
1718,1,1,,,,,,811298;1,2;24000,,,
1719,1,1,,,,,,811299;1,2;45000,,,
1720,1,1,,,,,,811300;1,2;90000,,,
1721,1,1,,,,,,811326;1,2;6000,,,
1722,1,1,,,,,,811327;1,2;15000,,,
1723,1,1,,,,,,811328;1,2;24000,,,
1724,1,1,,,,,,811329;1,2;45000,,,
1725,1,1,,,,,,811330;1,2;90000,,,
1726,1,1,,,,,,811356;1,2;6000,,,
1727,1,1,,,,,,811357;1,2;15000,,,
1728,1,1,,,,,,811358;1,2;24000,,,
1729,1,1,,,,,,811359;1,2;45000,,,
1730,1,1,,,,,,811360;1,2;90000,,,
1731,1,1,,,,,,811396;1,2;6000,,,
1732,1,1,,,,,,811397;1,2;15000,,,
1733,1,1,,,,,,811398;1,2;24000,,,
1734,1,1,,,,,,811399;1,2;45000,,,
1735,1,1,,,,,,811400;1,2;90000,,,
1736,1,1,,,,,,811426;1,2;6000,,,
1737,1,1,,,,,,811427;1,2;15000,,,
1738,1,1,,,,,,811428;1,2;24000,,,
1739,1,1,,,,,,811429;1,2;45000,,,
1740,1,1,,,,,,811430;1,2;90000,,,
1741,1,1,,,,,,811456;1,2;6000,,,
1742,1,1,,,,,,811457;1,2;15000,,,
1743,1,1,,,,,,811458;1,2;24000,,,
1744,1,1,,,,,,811459;1,2;45000,,,
1745,1,1,,,,,,811460;1,2;90000,,,
1746,1,1,,,,,,811496;1,2;6000,,,
1747,1,1,,,,,,811497;1,2;15000,,,
1748,1,1,,,,,,811498;1,2;24000,,,
1749,1,1,,,,,,811499;1,2;45000,,,
1750,1,1,,,,,,811500;1,2;90000,,,
1751,1,1,,,,,,812046;1,2;6000,,,
1752,1,1,,,,,,812047;1,2;15000,,,
1753,1,1,,,,,,812048;1,2;24000,,,
1754,1,1,,,,,,812049;1,2;45000,,,
1755,1,1,,,,,,812050;1,2;90000,,,
1756,1,1,,,,,,812096;1,2;6000,,,
1757,1,1,,,,,,812097;1,2;15000,,,
1758,1,1,,,,,,812098;1,2;24000,,,
1759,1,1,,,,,,812099;1,2;45000,,,
1760,1,1,,,,,,812100;1,2;90000,,,
1761,1,1,,,,,,812146;1,2;6000,,,
1762,1,1,,,,,,812147;1,2;15000,,,
1763,1,1,,,,,,812148;1,2;24000,,,
1764,1,1,,,,,,812149;1,2;45000,,,
1765,1,1,,,,,,812150;1,2;90000,,,
1766,1,1,,,,,,812196;1,2;6000,,,
1767,1,1,,,,,,812197;1,2;15000,,,
1768,1,1,,,,,,812198;1,2;24000,,,
1769,1,1,,,,,,812199;1,2;45000,,,
1770,1,1,,,,,,812200;1,2;90000,,,
1771,1,1,,,,,,812246;1,2;6000,,,
1772,1,1,,,,,,812247;1,2;15000,,,
1773,1,1,,,,,,812248;1,2;24000,,,
1774,1,1,,,,,,812249;1,2;45000,,,
1775,1,1,,,,,,812250;1,2;90000,,,
1776,1,1,,,,,,812296;1,2;6000,,,
1777,1,1,,,,,,812297;1,2;15000,,,
1778,1,1,,,,,,812298;1,2;24000,,,
1779,1,1,,,,,,812299;1,2;45000,,,
1780,1,1,,,,,,812300;1,2;90000,,,
1781,1,1,,,,,,812326;1,2;6000,,,
1782,1,1,,,,,,812327;1,2;15000,,,
1783,1,1,,,,,,812328;1,2;24000,,,
1784,1,1,,,,,,812329;1,2;45000,,,
1785,1,1,,,,,,812330;1,2;90000,,,
1786,1,1,,,,,,812356;1,2;6000,,,
1787,1,1,,,,,,812357;1,2;15000,,,
1788,1,1,,,,,,812358;1,2;24000,,,
1789,1,1,,,,,,812359;1,2;45000,,,
1790,1,1,,,,,,812360;1,2;90000,,,
1791,1,1,,,,,,812396;1,2;6000,,,
1792,1,1,,,,,,812397;1,2;15000,,,
1793,1,1,,,,,,812398;1,2;24000,,,
1794,1,1,,,,,,812399;1,2;45000,,,
1795,1,1,,,,,,812400;1,2;90000,,,
1796,1,1,,,,,,812426;1,2;6000,,,
1797,1,1,,,,,,812427;1,2;15000,,,
1798,1,1,,,,,,812428;1,2;24000,,,
1799,1,1,,,,,,812429;1,2;45000,,,
1800,1,1,,,,,,812430;1,2;90000,,,
1801,1,1,,,,,,812456;1,2;6000,,,
1802,1,1,,,,,,812457;1,2;15000,,,
1803,1,1,,,,,,812458;1,2;24000,,,
1804,1,1,,,,,,812459;1,2;45000,,,
1805,1,1,,,,,,812460;1,2;90000,,,
1806,1,1,,,,,,812496;1,2;6000,,,
1807,1,1,,,,,,812497;1,2;15000,,,
1808,1,1,,,,,,812498;1,2;24000,,,
1809,1,1,,,,,,812499;1,2;45000,,,
1810,1,1,,,,,,812500;1,2;90000,,,
1811,1,1,,,,,,813046;1,2;6000,,,
1812,1,1,,,,,,813047;1,2;15000,,,
1813,1,1,,,,,,813048;1,2;24000,,,
1814,1,1,,,,,,813049;1,2;45000,,,
1815,1,1,,,,,,813050;1,2;90000,,,
1816,1,1,,,,,,813096;1,2;6000,,,
1817,1,1,,,,,,813097;1,2;15000,,,
1818,1,1,,,,,,813098;1,2;24000,,,
1819,1,1,,,,,,813099;1,2;45000,,,
1820,1,1,,,,,,813100;1,2;90000,,,
1821,1,1,,,,,,813146;1,2;6000,,,
1822,1,1,,,,,,813147;1,2;15000,,,
1823,1,1,,,,,,813148;1,2;24000,,,
1824,1,1,,,,,,813149;1,2;45000,,,
1825,1,1,,,,,,813150;1,2;90000,,,
1826,1,1,,,,,,813196;1,2;6000,,,
1827,1,1,,,,,,813197;1,2;15000,,,
1828,1,1,,,,,,813198;1,2;24000,,,
1829,1,1,,,,,,813199;1,2;45000,,,
1830,1,1,,,,,,813200;1,2;90000,,,
1831,1,1,,,,,,813246;1,2;6000,,,
1832,1,1,,,,,,813247;1,2;15000,,,
1833,1,1,,,,,,813248;1,2;24000,,,
1834,1,1,,,,,,813249;1,2;45000,,,
1835,1,1,,,,,,813250;1,2;90000,,,
1836,1,1,,,,,,813296;1,2;6000,,,
1837,1,1,,,,,,813297;1,2;15000,,,
1838,1,1,,,,,,813298;1,2;24000,,,
1839,1,1,,,,,,813299;1,2;45000,,,
1840,1,1,,,,,,813300;1,2;90000,,,
1841,1,1,,,,,,813326;1,2;6000,,,
1842,1,1,,,,,,813327;1,2;15000,,,
1843,1,1,,,,,,813328;1,2;24000,,,
1844,1,1,,,,,,813329;1,2;45000,,,
1845,1,1,,,,,,813330;1,2;90000,,,
1846,1,1,,,,,,813356;1,2;6000,,,
1847,1,1,,,,,,813357;1,2;15000,,,
1848,1,1,,,,,,813358;1,2;24000,,,
1849,1,1,,,,,,813359;1,2;45000,,,
1850,1,1,,,,,,813360;1,2;90000,,,
1851,1,1,,,,,,813396;1,2;6000,,,
1852,1,1,,,,,,813397;1,2;15000,,,
1853,1,1,,,,,,813398;1,2;24000,,,
1854,1,1,,,,,,813399;1,2;45000,,,
1855,1,1,,,,,,813400;1,2;90000,,,
1856,1,1,,,,,,813426;1,2;6000,,,
1857,1,1,,,,,,813427;1,2;15000,,,
1858,1,1,,,,,,813428;1,2;24000,,,
1859,1,1,,,,,,813429;1,2;45000,,,
1860,1,1,,,,,,813430;1,2;90000,,,
1861,1,1,,,,,,813456;1,2;6000,,,
1862,1,1,,,,,,813457;1,2;15000,,,
1863,1,1,,,,,,813458;1,2;24000,,,
1864,1,1,,,,,,813459;1,2;45000,,,
1865,1,1,,,,,,813460;1,2;90000,,,
1866,1,1,,,,,,813496;1,2;6000,,,
1867,1,1,,,,,,813497;1,2;15000,,,
1868,1,1,,,,,,813498;1,2;24000,,,
1869,1,1,,,,,,813499;1,2;45000,,,
1870,1,1,,,,,,813500;1,2;90000,,,
1871,1,1,,,,,,814046;1,2;6000,,,
1872,1,1,,,,,,814047;1,2;15000,,,
1873,1,1,,,,,,814048;1,2;24000,,,
1874,1,1,,,,,,814049;1,2;45000,,,
1875,1,1,,,,,,814050;1,2;90000,,,
1876,1,1,,,,,,814096;1,2;6000,,,
1877,1,1,,,,,,814097;1,2;15000,,,
1878,1,1,,,,,,814098;1,2;24000,,,
1879,1,1,,,,,,814099;1,2;45000,,,
1880,1,1,,,,,,814100;1,2;90000,,,
1881,1,1,,,,,,814146;1,2;6000,,,
1882,1,1,,,,,,814147;1,2;15000,,,
1883,1,1,,,,,,814148;1,2;24000,,,
1884,1,1,,,,,,814149;1,2;45000,,,
1885,1,1,,,,,,814150;1,2;90000,,,
1886,1,1,,,,,,814196;1,2;6000,,,
1887,1,1,,,,,,814197;1,2;15000,,,
1888,1,1,,,,,,814198;1,2;24000,,,
1889,1,1,,,,,,814199;1,2;45000,,,
1890,1,1,,,,,,814200;1,2;90000,,,
1891,1,1,,,,,,814246;1,2;6000,,,
1892,1,1,,,,,,814247;1,2;15000,,,
1893,1,1,,,,,,814248;1,2;24000,,,
1894,1,1,,,,,,814249;1,2;45000,,,
1895,1,1,,,,,,814250;1,2;90000,,,
1896,1,1,,,,,,814296;1,2;6000,,,
1897,1,1,,,,,,814297;1,2;15000,,,
1898,1,1,,,,,,814298;1,2;24000,,,
1899,1,1,,,,,,814299;1,2;45000,,,
1900,1,1,,,,,,814300;1,2;90000,,,
1901,1,1,,,,,,814326;1,2;6000,,,
1902,1,1,,,,,,814327;1,2;15000,,,
1903,1,1,,,,,,814328;1,2;24000,,,
1904,1,1,,,,,,814329;1,2;45000,,,
1905,1,1,,,,,,814330;1,2;90000,,,
1906,1,1,,,,,,814356;1,2;6000,,,
1907,1,1,,,,,,814357;1,2;15000,,,
1908,1,1,,,,,,814358;1,2;24000,,,
1909,1,1,,,,,,814359;1,2;45000,,,
1910,1,1,,,,,,814360;1,2;90000,,,
1911,1,1,,,,,,814396;1,2;6000,,,
1912,1,1,,,,,,814397;1,2;15000,,,
1913,1,1,,,,,,814398;1,2;24000,,,
1914,1,1,,,,,,814399;1,2;45000,,,
1915,1,1,,,,,,814400;1,2;90000,,,
1916,1,1,,,,,,814426;1,2;6000,,,
1917,1,1,,,,,,814427;1,2;15000,,,
1918,1,1,,,,,,814428;1,2;24000,,,
1919,1,1,,,,,,814429;1,2;45000,,,
1920,1,1,,,,,,814430;1,2;90000,,,
1921,1,1,,,,,,814456;1,2;6000,,,
1922,1,1,,,,,,814457;1,2;15000,,,
1923,1,1,,,,,,814458;1,2;24000,,,
1924,1,1,,,,,,814459;1,2;45000,,,
1925,1,1,,,,,,814460;1,2;90000,,,
1926,1,1,,,,,,814496;1,2;6000,,,
1927,1,1,,,,,,814497;1,2;15000,,,
1928,1,1,,,,,,814498;1,2;24000,,,
1929,1,1,,,,,,814499;1,2;45000,,,
1930,1,1,,,,,,814500;1,2;90000,,,
1931,1,1,,,,,,815046;1,2;6000,,,
1932,1,1,,,,,,815047;1,2;15000,,,
1933,1,1,,,,,,815048;1,2;24000,,,
1934,1,1,,,,,,815049;1,2;45000,,,
1935,1,1,,,,,,815050;1,2;90000,,,
1936,1,1,,,,,,815096;1,2;6000,,,
1937,1,1,,,,,,815097;1,2;15000,,,
1938,1,1,,,,,,815098;1,2;24000,,,
1939,1,1,,,,,,815099;1,2;45000,,,
1940,1,1,,,,,,815100;1,2;90000,,,
1941,1,1,,,,,,815146;1,2;6000,,,
1942,1,1,,,,,,815147;1,2;15000,,,
1943,1,1,,,,,,815148;1,2;24000,,,
1944,1,1,,,,,,815149;1,2;45000,,,
1945,1,1,,,,,,815150;1,2;90000,,,
1946,1,1,,,,,,815196;1,2;6000,,,
1947,1,1,,,,,,815197;1,2;15000,,,
1948,1,1,,,,,,815198;1,2;24000,,,
1949,1,1,,,,,,815199;1,2;45000,,,
1950,1,1,,,,,,815200;1,2;90000,,,
1951,1,1,,,,,,815246;1,2;6000,,,
1952,1,1,,,,,,815247;1,2;15000,,,
1953,1,1,,,,,,815248;1,2;24000,,,
1954,1,1,,,,,,815249;1,2;45000,,,
1955,1,1,,,,,,815250;1,2;90000,,,
1956,1,1,,,,,,815296;1,2;6000,,,
1957,1,1,,,,,,815297;1,2;15000,,,
1958,1,1,,,,,,815298;1,2;24000,,,
1959,1,1,,,,,,815299;1,2;45000,,,
1960,1,1,,,,,,815300;1,2;90000,,,
1961,1,1,,,,,,815326;1,2;6000,,,
1962,1,1,,,,,,815327;1,2;15000,,,
1963,1,1,,,,,,815328;1,2;24000,,,
1964,1,1,,,,,,815329;1,2;45000,,,
1965,1,1,,,,,,815330;1,2;90000,,,
1966,1,1,,,,,,815356;1,2;6000,,,
1967,1,1,,,,,,815357;1,2;15000,,,
1968,1,1,,,,,,815358;1,2;24000,,,
1969,1,1,,,,,,815359;1,2;45000,,,
1970,1,1,,,,,,815360;1,2;90000,,,
1971,1,1,,,,,,815396;1,2;6000,,,
1972,1,1,,,,,,815397;1,2;15000,,,
1973,1,1,,,,,,815398;1,2;24000,,,
1974,1,1,,,,,,815399;1,2;45000,,,
1975,1,1,,,,,,815400;1,2;90000,,,
1976,1,1,,,,,,815426;1,2;6000,,,
1977,1,1,,,,,,815427;1,2;15000,,,
1978,1,1,,,,,,815428;1,2;24000,,,
1979,1,1,,,,,,815429;1,2;45000,,,
1980,1,1,,,,,,815430;1,2;90000,,,
1981,1,1,,,,,,815456;1,2;6000,,,
1982,1,1,,,,,,815457;1,2;15000,,,
1983,1,1,,,,,,815458;1,2;24000,,,
1984,1,1,,,,,,815459;1,2;45000,,,
1985,1,1,,,,,,815460;1,2;90000,,,
1986,1,1,,,,,,815496;1,2;6000,,,
1987,1,1,,,,,,815497;1,2;15000,,,
1988,1,1,,,,,,815498;1,2;24000,,,
1989,1,1,,,,,,815499;1,2;45000,,,
1990,1,1,,,,,,815500;1,2;90000,,,
1991,1,1,,,,,,816046;1,2;6000,,,
1992,1,1,,,,,,816047;1,2;15000,,,
1993,1,1,,,,,,816048;1,2;24000,,,
1994,1,1,,,,,,816049;1,2;45000,,,
1995,1,1,,,,,,816050;1,2;90000,,,
1996,1,1,,,,,,816096;1,2;6000,,,
1997,1,1,,,,,,816097;1,2;15000,,,
1998,1,1,,,,,,816098;1,2;24000,,,
1999,1,1,,,,,,816099;1,2;45000,,,
2000,1,1,,,,,,816100;1,2;90000,,,
2001,1,1,,,,,,816146;1,2;6000,,,
2002,1,1,,,,,,816147;1,2;15000,,,
2003,1,1,,,,,,816148;1,2;24000,,,
2004,1,1,,,,,,816149;1,2;45000,,,
2005,1,1,,,,,,816150;1,2;90000,,,
2006,1,1,,,,,,816196;1,2;6000,,,
2007,1,1,,,,,,816197;1,2;15000,,,
2008,1,1,,,,,,816198;1,2;24000,,,
2009,1,1,,,,,,816199;1,2;45000,,,
2010,1,1,,,,,,816200;1,2;90000,,,
2011,1,1,,,,,,816246;1,2;6000,,,
2012,1,1,,,,,,816247;1,2;15000,,,
2013,1,1,,,,,,816248;1,2;24000,,,
2014,1,1,,,,,,816249;1,2;45000,,,
2015,1,1,,,,,,816250;1,2;90000,,,
2016,1,1,,,,,,816296;1,2;6000,,,
2017,1,1,,,,,,816297;1,2;15000,,,
2018,1,1,,,,,,816298;1,2;24000,,,
2019,1,1,,,,,,816299;1,2;45000,,,
2020,1,1,,,,,,816300;1,2;90000,,,
2021,1,1,,,,,,816326;1,2;6000,,,
2022,1,1,,,,,,816327;1,2;15000,,,
2023,1,1,,,,,,816328;1,2;24000,,,
2024,1,1,,,,,,816329;1,2;45000,,,
2025,1,1,,,,,,816330;1,2;90000,,,
2026,1,1,,,,,,816356;1,2;6000,,,
2027,1,1,,,,,,816357;1,2;15000,,,
2028,1,1,,,,,,816358;1,2;24000,,,
2029,1,1,,,,,,816359;1,2;45000,,,
2030,1,1,,,,,,816360;1,2;90000,,,
2031,1,1,,,,,,816396;1,2;6000,,,
2032,1,1,,,,,,816397;1,2;15000,,,
2033,1,1,,,,,,816398;1,2;24000,,,
2034,1,1,,,,,,816399;1,2;45000,,,
2035,1,1,,,,,,816400;1,2;90000,,,
2036,1,1,,,,,,816426;1,2;6000,,,
2037,1,1,,,,,,816427;1,2;15000,,,
2038,1,1,,,,,,816428;1,2;24000,,,
2039,1,1,,,,,,816429;1,2;45000,,,
2040,1,1,,,,,,816430;1,2;90000,,,
2041,1,1,,,,,,816456;1,2;6000,,,
2042,1,1,,,,,,816457;1,2;15000,,,
2043,1,1,,,,,,816458;1,2;24000,,,
2044,1,1,,,,,,816459;1,2;45000,,,
2045,1,1,,,,,,816460;1,2;90000,,,
2046,1,1,,,,,,816496;1,2;6000,,,
2047,1,1,,,,,,816497;1,2;15000,,,
2048,1,1,,,,,,816498;1,2;24000,,,
2049,1,1,,,,,,816499;1,2;45000,,,
2050,1,1,,,,,,816500;1,2;90000,,,
2051,1,1,,,,,,817046;1,2;6000,,,
2052,1,1,,,,,,817047;1,2;15000,,,
2053,1,1,,,,,,817048;1,2;24000,,,
2054,1,1,,,,,,817049;1,2;45000,,,
2055,1,1,,,,,,817050;1,2;90000,,,
2056,1,1,,,,,,817096;1,2;6000,,,
2057,1,1,,,,,,817097;1,2;15000,,,
2058,1,1,,,,,,817098;1,2;24000,,,
2059,1,1,,,,,,817099;1,2;45000,,,
2060,1,1,,,,,,817100;1,2;90000,,,
2061,1,1,,,,,,817146;1,2;6000,,,
2062,1,1,,,,,,817147;1,2;15000,,,
2063,1,1,,,,,,817148;1,2;24000,,,
2064,1,1,,,,,,817149;1,2;45000,,,
2065,1,1,,,,,,817150;1,2;90000,,,
2066,1,1,,,,,,817196;1,2;6000,,,
2067,1,1,,,,,,817197;1,2;15000,,,
2068,1,1,,,,,,817198;1,2;24000,,,
2069,1,1,,,,,,817199;1,2;45000,,,
2070,1,1,,,,,,817200;1,2;90000,,,
2071,1,1,,,,,,817246;1,2;6000,,,
2072,1,1,,,,,,817247;1,2;15000,,,
2073,1,1,,,,,,817248;1,2;24000,,,
2074,1,1,,,,,,817249;1,2;45000,,,
2075,1,1,,,,,,817250;1,2;90000,,,
2076,1,1,,,,,,817296;1,2;6000,,,
2077,1,1,,,,,,817297;1,2;15000,,,
2078,1,1,,,,,,817298;1,2;24000,,,
2079,1,1,,,,,,817299;1,2;45000,,,
2080,1,1,,,,,,817300;1,2;90000,,,
2081,1,1,,,,,,817326;1,2;6000,,,
2082,1,1,,,,,,817327;1,2;15000,,,
2083,1,1,,,,,,817328;1,2;24000,,,
2084,1,1,,,,,,817329;1,2;45000,,,
2085,1,1,,,,,,817330;1,2;90000,,,
2086,1,1,,,,,,817356;1,2;6000,,,
2087,1,1,,,,,,817357;1,2;15000,,,
2088,1,1,,,,,,817358;1,2;24000,,,
2089,1,1,,,,,,817359;1,2;45000,,,
2090,1,1,,,,,,817360;1,2;90000,,,
2091,1,1,,,,,,817396;1,2;6000,,,
2092,1,1,,,,,,817397;1,2;15000,,,
2093,1,1,,,,,,817398;1,2;24000,,,
2094,1,1,,,,,,817399;1,2;45000,,,
2095,1,1,,,,,,817400;1,2;90000,,,
2096,1,1,,,,,,817426;1,2;6000,,,
2097,1,1,,,,,,817427;1,2;15000,,,
2098,1,1,,,,,,817428;1,2;24000,,,
2099,1,1,,,,,,817429;1,2;45000,,,
2100,1,1,,,,,,817430;1,2;90000,,,
2101,1,1,,,,,,817456;1,2;6000,,,
2102,1,1,,,,,,817457;1,2;15000,,,
2103,1,1,,,,,,817458;1,2;24000,,,
2104,1,1,,,,,,817459;1,2;45000,,,
2105,1,1,,,,,,817460;1,2;90000,,,
2106,1,1,,,,,,817496;1,2;6000,,,
2107,1,1,,,,,,817497;1,2;15000,,,
2108,1,1,,,,,,817498;1,2;24000,,,
2109,1,1,,,,,,817499;1,2;45000,,,
2110,1,1,,,,,,817500;1,2;90000,,,
2111,1,1,,,,,,818046;1,2;6000,,,
2112,1,1,,,,,,818047;1,2;15000,,,
2113,1,1,,,,,,818048;1,2;24000,,,
2114,1,1,,,,,,818049;1,2;45000,,,
2115,1,1,,,,,,818050;1,2;90000,,,
2116,1,1,,,,,,818096;1,2;6000,,,
2117,1,1,,,,,,818097;1,2;15000,,,
2118,1,1,,,,,,818098;1,2;24000,,,
2119,1,1,,,,,,818099;1,2;45000,,,
2120,1,1,,,,,,818100;1,2;90000,,,
2121,1,1,,,,,,818146;1,2;6000,,,
2122,1,1,,,,,,818147;1,2;15000,,,
2123,1,1,,,,,,818148;1,2;24000,,,
2124,1,1,,,,,,818149;1,2;45000,,,
2125,1,1,,,,,,818150;1,2;90000,,,
2126,1,1,,,,,,818196;1,2;6000,,,
2127,1,1,,,,,,818197;1,2;15000,,,
2128,1,1,,,,,,818198;1,2;24000,,,
2129,1,1,,,,,,818199;1,2;45000,,,
2130,1,1,,,,,,818200;1,2;90000,,,
2131,1,1,,,,,,818246;1,2;6000,,,
2132,1,1,,,,,,818247;1,2;15000,,,
2133,1,1,,,,,,818248;1,2;24000,,,
2134,1,1,,,,,,818249;1,2;45000,,,
2135,1,1,,,,,,818250;1,2;90000,,,
2136,1,1,,,,,,818296;1,2;6000,,,
2137,1,1,,,,,,818297;1,2;15000,,,
2138,1,1,,,,,,818298;1,2;24000,,,
2139,1,1,,,,,,818299;1,2;45000,,,
2140,1,1,,,,,,818300;1,2;90000,,,
2141,1,1,,,,,,818326;1,2;6000,,,
2142,1,1,,,,,,818327;1,2;15000,,,
2143,1,1,,,,,,818328;1,2;24000,,,
2144,1,1,,,,,,818329;1,2;45000,,,
2145,1,1,,,,,,818330;1,2;90000,,,
2146,1,1,,,,,,818356;1,2;6000,,,
2147,1,1,,,,,,818357;1,2;15000,,,
2148,1,1,,,,,,818358;1,2;24000,,,
2149,1,1,,,,,,818359;1,2;45000,,,
2150,1,1,,,,,,818360;1,2;90000,,,
2151,1,1,,,,,,818396;1,2;6000,,,
2152,1,1,,,,,,818397;1,2;15000,,,
2153,1,1,,,,,,818398;1,2;24000,,,
2154,1,1,,,,,,818399;1,2;45000,,,
2155,1,1,,,,,,818400;1,2;90000,,,
2156,1,1,,,,,,818426;1,2;6000,,,
2157,1,1,,,,,,818427;1,2;15000,,,
2158,1,1,,,,,,818428;1,2;24000,,,
2159,1,1,,,,,,818429;1,2;45000,,,
2160,1,1,,,,,,818430;1,2;90000,,,
2161,1,1,,,,,,818456;1,2;6000,,,
2162,1,1,,,,,,818457;1,2;15000,,,
2163,1,1,,,,,,818458;1,2;24000,,,
2164,1,1,,,,,,818459;1,2;45000,,,
2165,1,1,,,,,,818460;1,2;90000,,,
2166,1,1,,,,,,818496;1,2;6000,,,
2167,1,1,,,,,,818497;1,2;15000,,,
2168,1,1,,,,,,818498;1,2;24000,,,
2169,1,1,,,,,,818499;1,2;45000,,,
2170,1,1,,,,,,818500;1,2;90000,,,
2171,1,1,,,,,,818506;1,2;6000,,,
2172,1,1,,,,,,818507;1,2;15000,,,
2173,1,1,,,,,,818508;1,2;24000,,,
2174,1,1,,,,,,818509;1,2;45000,,,
2175,1,1,,,,,,818510;1,2;90000,,,
2176,1,1,,,,,,818516;1,2;6000,,,
2177,1,1,,,,,,818517;1,2;15000,,,
2178,1,1,,,,,,818518;1,2;24000,,,
2179,1,1,,,,,,818519;1,2;45000,,,
2180,1,1,,,,,,818520;1,2;90000,,,
10000,2,5,,,,,,10086;1,7;1500,,,
10001,2,1,,,,,,10087;1,7;4500,,,
10002,2,1,,,,,,6;500,7;6000,,,
10003,2,5,,,,,,12221;1,7;1500,,,
10004,2,5,,,,,,12226;1,7;1500,,,
10005,2,5,,,,,,12231;1,7;1500,,,
10006,2,5,,,,,,12236;1,7;1500,,,
10007,2,5,,,,,,12241;1,7;1500,,,
10008,2,5,,,,,,12246;1,7;1500,,,
10009,2,2,,,,,,601359;1,7;3000,,,
10010,2,2,,,,,,601208;1,7;3000,,,
10011,2,2,,,,,,601214;1,7;3000,,,
11001,3,1,,,,,,12501;50,5;15000,,,
11002,3,1,,,,,,12152;3,5;9000,,,
11003,3,1,,,,,,12503;100,5;15000,,,
11004,3,1,,,,,,601376;1,5;30000,,,
11005,3,1,,,,,,601373;1,5;30000,,,
11006,3,1,,,,,,12151;50,5;15000,,,
11007,3,1,,,,,,12400;100,5;15000,,,
11008,3,1,,,,,,12401;100,5;15000,,,
12000,4,1,,,,,,601106;5,6;2250,,,
